GiftId,TripId
43419,12
44950,12
60763,12
67106,12
37604,12
57423,12
15669,12
93482,12
59610,12
28353,12
43321,12
76057,12
13188,12
5361,12
28357,12
27797,12
18160,12
69264,12
34323,12
54260,12
45265,12
24630,12
59076,12
36654,12
36386,12
62162,12
90491,12
90247,12
99775,12
44198,12
88888,12
22342,12
16608,12
52375,12
68873,12
45527,12
116,12
52442,13
90549,13
85929,13
89022,13
92819,13
90439,13
39559,13
96747,13
53569,13
34189,13
7618,13
90950,13
83027,13
96658,13
91028,13
86258,13
11845,13
18614,13
67004,13
88319,13
97895,13
6913,13
83918,13
39262,13
95680,13
25672,13
13986,13
96585,13
60340,13
32489,13
17259,13
46196,13
95572,13
15884,13
60041,13
94125,13
64905,13
94108,13
91133,13
83282,13
61416,13
92509,13
87584,13
66024,13
69292,13
80242,13
18451,13
88101,13
56833,13
85647,13
25345,13
94832,13
87963,13
92675,13
94031,13
51167,13
94964,13
91203,13
95376,13
97462,13
51755,13
93487,13
11429,13
53446,13
85075,13
96195,13
92561,13
97937,13
75929,13
94112,13
96621,13
89925,13
97842,13
60397,13
91337,13
43933,13
45963,13
58044,13
56604,13
228,13
92153,13
87553,13
6545,13
89333,13
7436,13
44156,13
19928,13
60409,13
85554,13
95238,13
63259,13
93969,13
86161,13
52656,13
96389,13
95005,13
96749,13
67765,14
80850,14
80002,14
98452,14
72536,14
25436,14
96525,14
70247,14
69769,14
94676,14
17331,14
10307,14
76790,14
440,14
44902,14
98446,14
61566,14
24340,14
39707,14
70999,14
66120,14
96438,14
32500,14
70305,14
77244,14
56053,14
99350,14
74262,14
14685,14
71319,14
32132,14
98573,14
80736,14
77903,14
5323,14
37691,14
11078,14
27496,14
87234,14
25334,14
53366,14
73103,14
83713,14
89974,14
16882,14
81019,14
25000,14
77341,14
90606,14
26340,14
70790,14
17835,14
71788,14
48322,14
69766,14
68649,14
91240,14
7277,14
48255,14
18251,14
96688,14
68627,14
16412,14
17511,14
72746,14
83057,14
78722,14
95158,14
57216,14
56475,14
90631,14
26023,14
31344,14
44144,15
45832,15
94042,15
41367,15
48658,15
20785,15
48298,15
47063,15
20053,15
42596,15
44995,15
15771,15
61906,15
62432,15
16358,15
41288,15
45306,15
66328,15
25116,15
18195,15
77133,15
53860,15
47277,15
3505,15
29052,15
45524,15
23602,15
22025,15
28291,15
55464,15
51150,15
50734,15
13725,15
24609,15
40175,15
66582,15
65947,15
36265,15
37183,15
39225,15
57600,15
22192,15
14722,15
53053,15
62427,15
27724,15
55163,15
30799,15
31504,15
29400,15
26067,15
44626,15
53634,15
91462,15
25263,15
62993,15
51337,15
37489,15
30149,15
45744,15
32842,15
50059,15
42886,15
60040,15
50663,15
47394,15
4100,15
53844,15
23846,15
26214,15
29675,15
60152,15
16126,15
15776,15
36150,15
26064,15
47934,15
64077,15
67623,15
90873,15
41302,15
22694,15
16024,15
28895,15
59335,15
20177,15
25400,15
14438,15
32049,15
39611,15
43385,15
11815,15
59229,15
62300,15
99119,15
55883,15
21155,15
878,15
39410,15
33988,16
99862,16
38933,16
6313,16
33975,16
50791,16
69336,16
26357,16
8083,16
84727,16
85745,16
6658,16
71659,16
13623,16
68356,16
30507,16
15120,16
12978,16
52708,16
25373,16
27214,16
54759,16
78005,16
86703,16
15279,16
16843,16
5438,16
38200,16
52409,16
80661,16
33698,16
12633,16
10410,16
37414,16
99103,16
17429,16
49448,16
6529,16
55002,16
19748,16
65337,16
3081,16
77597,16
76243,16
85917,16
4456,16
1434,16
7703,16
6245,16
1166,16
11693,16
56569,16
96735,16
85968,16
80161,16
71202,16
44555,16
74607,16
46041,16
60215,16
97425,16
50004,16
34105,16
23425,16
6467,16
83211,16
51064,16
2944,16
5902,16
84628,16
2690,16
76377,16
90543,16
17814,16
71480,16
98988,16
86667,16
95709,16
3289,16
1781,16
38651,16
1313,16
51414,16
67776,16
50338,16
98076,16
1249,16
5378,16
80672,16
43707,16
40989,16
11152,16
63292,16
80862,16
5368,16
86784,16
18947,16
62639,16
23760,16
16573,17
17560,17
79872,17
8255,17
41645,17
26719,17
46769,17
12527,17
29332,17
8306,17
25559,17
48272,17
77496,17
64197,17
90039,17
10239,17
22336,17
36207,17
35903,17
73017,17
33289,17
9997,17
27417,17
96040,17
29208,17
10078,17
96836,17
53881,17
22086,17
76200,17
32233,17
62618,17
81955,17
70567,17
51802,17
26461,17
32495,17
9672,17
29111,17
54347,17
81661,17
12923,17
27041,17
69825,17
19298,17
99218,17
11196,17
9490,17
27277,17
30595,17
8419,17
54471,18
6322,18
65963,18
70218,18
6171,18
5345,18
75446,18
28021,18
87178,18
65562,18
13362,18
67951,18
14301,18
46593,18
48732,18
42036,18
89955,18
40696,18
72093,18
19025,18
44627,18
19134,18
55845,18
68433,18
18469,18
27782,18
50685,18
59938,18
1160,18
54285,18
94029,18
2973,18
61755,18
74781,18
23831,18
28182,18
27008,18
90849,18
73195,18
69268,18
64496,19
47797,19
15184,19
46330,19
66111,19
24724,19
24572,19
76738,19
1922,19
13066,19
78790,19
18827,19
31007,19
15920,19
24372,19
59489,19
23,19
84296,19
32488,19
72279,19
63012,19
37999,19
38025,19
3593,19
28349,19
70895,19
2845,19
24028,19
34402,19
21245,19
36194,19
87577,19
8386,19
56727,19
82164,19
88203,19
9839,19
28979,19
52956,19
4627,19
15261,19
80120,19
19796,19
94582,19
36816,19
12346,19
24624,19
66909,19
11822,19
40565,19
35692,19
18123,19
12645,19
42929,19
1468,19
41295,19
64234,19
6474,19
6505,19
61669,19
30564,19
68782,19
57843,19
24185,19
84242,19
3998,19
27372,19
13104,19
89563,19
64279,19
26495,19
18748,19
19613,19
46963,19
25134,19
9956,19
1007,19
5870,19
97718,19
29866,19
19609,19
11407,19
77379,19
5506,19
3665,19
71804,19
95537,19
18590,19
76347,19
740,20
38088,20
95198,20
85379,20
91882,20
75168,20
99612,20
56326,20
78812,20
63511,20
39317,20
82127,20
49817,20
61262,20
53800,20
37236,20
58299,20
72341,20
25924,20
20118,20
62375,20
99244,20
20556,20
93707,20
978,20
42850,20
6712,20
34989,20
14381,20
49832,20
1230,20
76402,20
71543,20
68966,20
52103,20
23122,20
54396,20
78183,20
49026,20
85797,20
60941,20
82350,20
76973,20
10230,20
41153,20
99519,20
82649,20
17315,20
64478,20
36082,20
7488,20
65116,20
58574,21
57988,21
69629,21
30868,21
73826,21
80158,21
94954,21
37592,21
8513,21
13540,21
24945,21
81578,21
52333,21
81864,21
36970,21
24224,21
21521,21
62773,21
62501,21
72221,21
72822,21
25750,21
1341,21
56352,21
97513,21
57818,21
80934,21
88877,21
29889,21
56086,21
68095,21
31098,21
3860,21
52166,21
24993,21
61869,21
8464,21
9392,21
33283,21
66531,21
37072,21
68009,21
70972,21
3317,21
58868,21
2372,21
1296,21
21983,21
49643,21
92031,21
24479,21
51006,21
3016,21
93806,22
45149,22
92243,22
81536,22
50513,22
22381,22
89392,22
85183,22
56306,22
904,22
57969,22
96771,22
14001,22
38118,22
1962,22
80451,22
28022,22
45875,22
67613,22
79570,22
36710,22
20283,22
67033,22
8562,22
85533,22
44648,22
88393,22
35304,22
83684,22
86868,22
51756,22
70369,22
22661,22
29295,22
13545,22
19420,22
15753,22
58212,22
11576,22
96855,22
75558,22
36288,22
67964,22
84096,22
96979,22
58816,22
15288,22
89341,22
83147,22
81217,22
42573,22
55025,22
94778,22
32614,22
93063,22
69583,22
38114,22
9424,22
41415,22
17117,22
86980,22
45187,23
59022,23
26206,23
38401,23
87935,23
2438,23
43199,23
40304,23
60914,23
31561,23
21745,23
73975,23
77327,23
23930,23
47906,23
67690,23
38018,23
48712,23
42849,23
36952,23
39749,23
43782,23
42026,23
62690,23
31112,23
92611,23
44427,23
37054,23
83171,23
7227,23
45160,23
46146,23
26136,23
71331,23
40982,23
59130,23
46273,23
49192,23
423,23
48057,23
69036,23
63060,23
46741,23
39318,23
67801,23
39830,23
45924,23
35253,23
89607,23
41745,23
38911,23
48847,23
35106,23
49546,23
37754,23
34829,23
12104,23
33380,23
83183,23
95505,23
73631,23
35777,23
46051,23
81535,23
97183,23
33713,23
40280,23
46660,23
30016,23
44746,23
48386,23
36165,23
43431,23
32337,23
94344,23
30236,23
46225,23
19099,23
44455,23
90829,23
74678,23
33711,23
39831,23
56113,23
36575,23
46285,23
37741,23
43014,23
57741,23
46219,23
31667,23
45113,23
75259,23
470,23
41661,23
7068,23
33341,23
45965,23
7057,23
35271,23
78666,24
69495,24
67186,24
74625,24
65742,24
64152,24
52615,24
85372,24
72131,24
62255,24
62231,24
67991,24
54875,24
83231,24
77417,24
72288,24
84804,24
58130,24
71682,24
63542,24
83164,24
62608,24
61804,24
76756,24
58817,24
59803,24
60307,24
52880,24
63673,24
61225,24
64348,24
68220,24
52123,24
66463,24
62948,24
38917,24
90359,24
63902,24
58383,24
64399,24
65864,24
61053,24
76075,24
61852,24
77151,24
84293,24
64392,24
77198,24
58953,24
75916,24
92292,24
67368,24
66898,24
78508,24
68965,24
83266,24
52062,24
71155,24
78072,24
68168,24
58094,24
63168,24
85427,24
57652,24
89560,24
60163,24
82901,24
55529,24
46672,24
79244,24
39346,24
54435,24
74369,24
83184,24
78528,24
84634,24
62372,24
64550,24
50206,24
68412,24
81901,24
69656,24
71450,24
7309,24
61878,24
70869,24
81272,24
70936,24
58776,24
51159,24
70488,24
69975,24
48522,24
61016,24
73791,24
71862,24
54586,24
74739,24
60510,24
78848,24
44993,25
65408,25
82570,25
95844,25
32593,25
84900,25
78742,25
92927,25
65061,25
29435,25
80662,25
34650,25
81814,25
77796,25
19208,25
16701,25
78926,25
93533,25
62447,25
76855,25
50313,25
43718,25
48210,25
44782,25
1041,25
28126,25
12508,25
59052,25
87978,25
62285,25
68364,25
38891,25
31446,25
58724,25
73689,25
99905,25
4532,25
31614,25
98920,25
92788,25
81304,25
905,25
37835,25
11468,25
82889,25
20417,25
55444,25
55334,25
40462,25
12461,25
84245,25
81768,25
61843,25
95110,25
24830,25
99973,25
3980,25
59271,25
45061,25
76596,25
22570,25
9736,25
15762,25
17271,25
33881,25
75194,25
89233,25
68286,25
1869,25
65976,25
68044,26
99709,26
87295,26
87916,26
91022,26
3572,26
94650,26
98056,26
87600,26
58711,26
97900,26
44004,26
91645,26
24664,26
81806,26
90714,26
18472,26
91501,26
99346,26
24717,26
96977,26
48709,26
91848,26
26180,26
96339,26
96890,26
40502,26
96038,26
26429,26
98849,26
14756,26
85716,26
99947,26
85967,26
91495,26
35855,26
84449,26
86016,26
85942,26
33476,26
54033,26
10725,26
85195,26
97182,26
98638,26
92638,26
89967,26
24067,26
20772,26
98211,26
82664,26
86891,26
35246,26
95282,26
89956,26
93593,26
93759,26
49202,26
54174,26
55831,26
86540,26
93335,26
18154,26
88420,26
66080,26
98376,26
99378,26
88635,26
76633,26
3586,26
90165,26
89268,26
97405,26
95042,26
86060,26
89128,26
42547,27
10770,27
85671,27
46363,27
8788,27
79792,27
10367,27
22851,27
7495,27
42247,27
34288,27
61751,27
3542,27
72148,27
66686,27
8125,27
24318,27
61148,27
78986,27
23201,27
36479,27
3251,27
26756,27
51120,27
85353,27
82775,27
23879,27
12917,27
46436,27
21397,27
79937,27
43538,27
44023,27
55453,27
46013,27
85239,27
56962,27
11295,27
1190,27
2020,27
34552,27
89151,27
6371,27
8966,27
63187,27
13756,27
43913,27
52651,27
96216,27
47755,27
61681,27
14934,27
99436,27
51923,27
56371,27
80574,27
84146,27
95793,27
92288,27
17059,27
80095,27
56596,27
27676,27
11622,27
21730,27
72292,27
2981,28
32758,28
1101,28
54328,28
99334,28
7045,28
52431,28
8540,28
95243,28
49609,28
21880,28
34392,28
68386,28
9996,28
20717,28
74230,28
60626,28
78109,28
14933,28
89717,28
12420,28
20830,28
50330,28
79485,28
13441,28
13651,28
72506,28
32016,28
70688,28
89096,28
38718,28
32024,28
89295,28
75621,28
5012,28
43850,28
26021,28
89401,28
77160,28
14274,28
35193,28
56528,28
65476,28
98249,28
14962,28
89490,28
8203,28
2179,28
25899,28
19229,28
6827,28
10959,28
28237,28
8071,28
29626,28
92952,28
13165,28
9021,29
21046,29
21009,29
19770,29
21057,29
9523,29
50127,29
16488,29
35318,29
95917,29
82240,29
33100,29
60998,29
15449,29
18996,29
51413,29
86851,29
61525,29
61371,29
56712,29
6550,29
26497,29
41515,29
74464,29
41579,29
10023,29
58098,29
23464,29
61556,29
5353,29
83083,29
64063,29
5770,29
20941,29
7417,29
8062,29
14062,29
9571,29
90140,29
9026,29
43498,29
132,29
32933,29
91420,29
54228,29
33914,29
20374,29
72517,29
33746,29
7823,29
41690,29
56331,29
32201,29
90401,29
10798,29
8644,29
5244,29
18312,29
9897,29
10999,29
21768,29
19833,29
65257,29
96694,29
85342,29
48250,29
5507,29
23875,29
80205,29
49723,29
12501,29
7108,29
11643,29
27308,29
84785,29
76155,29
93547,29
50505,29
61000,30
72448,30
5175,30
13599,30
13293,30
68647,30
28399,30
21576,30
30646,30
77699,30
38602,30
72613,30
97332,30
79124,30
40940,30
50450,30
89601,30
16632,30
31180,30
80901,30
39435,30
64191,30
12579,30
4676,30
70057,30
88072,30
15992,30
20127,30
93242,30
82434,30
10122,30
74690,30
7549,30
32663,30
24872,30
32788,30
14340,30
16088,30
98694,30
68752,30
24362,30
22077,30
81230,30
2193,30
20796,30
30242,30
44293,30
71332,30
93022,30
43229,30
8038,30
55502,30
41382,30
26345,30
32847,30
74466,30
64450,30
88142,31
24590,31
67025,31
87485,31
25614,31
28590,31
3440,31
8713,31
27210,31
8508,31
14490,31
14081,31
2204,31
15622,31
39548,31
16823,31
18604,31
87504,31
25991,31
89328,31
76411,31
84511,31
50738,31
33017,31
76067,31
40101,31
83719,31
56410,31
49979,31
19098,31
35239,31
95232,31
36329,31
25995,31
92107,31
14681,31
83589,31
8433,31
95456,31
86615,31
20718,31
20043,31
13887,31
73987,31
4635,31
19169,31
44484,31
64615,31
42189,31
71279,31
30987,31
7819,31
192,31
18008,31
57240,31
95101,31
36577,31
65090,31
51578,32
22648,32
17158,32
73298,32
24036,32
40022,32
4559,32
12552,32
4473,32
87333,32
68828,32
40027,32
86853,32
19316,32
20322,32
42948,32
52566,32
26878,32
50646,32
4632,32
19094,32
2405,32
83633,32
24330,32
19090,32
1045,32
8351,32
25003,32
76461,32
52410,32
72012,32
91873,32
87404,32
27671,32
5037,32
51315,32
93073,32
11087,32
60261,32
31081,32
58043,32
18804,32
20410,32
26545,32
51447,32
23894,32
54568,32
24398,32
44911,32
31630,32
62801,32
98806,32
91171,32
56225,32
50143,32
4286,32
8144,32
31137,32
422,32
7834,32
74605,32
54398,32
28094,32
75506,32
1095,32
25174,32
37119,32
79104,33
11741,33
66223,33
60708,33
44367,33
68229,33
87775,33
18580,33
95452,33
51786,33
34148,33
45384,33
66400,33
30081,33
45297,33
55450,33
37216,33
77566,33
23124,33
65500,33
32118,33
96437,33
80773,33
57929,33
54521,33
43801,33
72499,33
47057,33
47012,33
48951,33
14252,33
29148,33
69462,33
54777,33
14045,33
47687,33
33594,33
84882,33
24718,33
34575,33
8702,33
93112,33
68521,33
47649,33
66194,33
41271,33
72722,33
80871,33
1590,33
45842,33
58461,33
54704,33
97133,33
79669,33
19035,34
44580,34
82448,34
62061,34
29214,34
45005,34
14042,34
60835,34
9334,34
97501,34
10471,34
53252,34
88102,34
9708,34
37920,34
46370,34
48009,34
1046,34
98990,34
89364,34
20533,34
78989,34
61922,34
22056,34
35041,34
42955,34
71816,34
7031,34
78258,34
26941,34
67567,34
57868,34
53420,34
15389,34
99386,34
73661,34
3053,34
96111,34
89676,34
2196,34
48002,34
26098,34
20763,34
82747,34
11955,34
34588,34
18328,34
4987,34
60004,34
2002,34
26088,34
87941,34
46673,34
84010,34
83049,34
2841,34
53875,34
77935,35
96190,35
84605,35
21463,35
96751,35
40515,35
31557,35
48719,35
51241,35
98164,35
37635,35
27850,35
76987,35
5651,35
57326,35
71357,35
45779,35
37936,35
75341,35
2295,35
26050,35
77343,35
22861,35
38064,35
3624,35
6036,35
57103,35
38106,35
26748,35
1499,35
15849,35
37762,35
13368,35
35064,35
38999,35
28781,35
72690,35
91938,35
67534,35
39169,35
82981,35
88249,35
38350,35
7798,35
44159,35
24769,35
12554,35
23797,35
14117,35
30062,35
90301,35
63478,35
21088,35
43810,35
17807,35
83378,35
26577,35
88844,35
45531,35
15453,36
91038,36
3594,36
4837,36
76414,36
36488,36
54437,36
57572,36
30109,36
16971,36
54283,36
55538,36
49368,36
57047,36
13960,36
69111,36
5294,36
21678,36
7846,36
88378,36
5510,36
5094,36
30760,36
15770,36
78299,36
4472,36
71424,36
19657,36
21668,36
76026,36
71496,36
87038,36
17107,36
24058,36
76531,36
18113,36
16720,36
3815,36
14724,36
6791,36
28246,36
4905,36
16759,36
44314,36
31302,36
24904,36
15828,36
70827,36
40559,36
10703,36
31026,36
75368,36
51208,36
89200,36
8163,36
15999,36
71260,36
80788,36
13678,36
51825,36
59374,36
15479,36
31413,36
29218,36
80650,36
50648,36
83841,36
36251,36
52320,36
94774,36
8147,36
76977,36
10380,36
53240,36
31383,36
63922,36
7474,36
15355,36
10582,36
79205,36
6252,36
30524,36
67756,36
62349,36
26708,36
53480,36
55195,36
8639,36
71892,36
70028,36
31354,36
86313,36
18158,36
48442,36
24568,36
71410,36
75464,36
76870,37
25221,37
13311,37
85872,37
86584,37
68573,37
21661,37
84229,37
85134,37
94278,37
37705,37
58184,37
29981,37
23967,37
94790,37
88191,37
72501,37
81171,37
54411,37
85646,37
7116,37
88351,37
35747,37
86109,37
94896,37
68219,37
87239,37
58702,37
51868,37
90141,37
36460,37
86372,37
83529,37
97976,37
49459,37
91978,37
90521,37
82701,37
54155,37
93294,37
83014,37
90948,37
86144,37
85720,37
54829,37
74324,37
16415,37
89238,37
80130,37
48796,37
86594,37
53476,37
1930,37
65097,37
97152,37
17536,37
39062,37
40411,37
96319,37
48266,37
80414,37
96838,37
90223,37
96179,38
75029,38
98447,38
76182,38
5816,38
75992,38
67820,38
53981,38
14863,38
3186,38
53751,38
24502,38
31223,38
12647,38
31099,38
59910,38
12538,38
86682,38
74150,38
11219,38
21583,38
23125,38
63390,38
26697,38
85279,38
19825,38
20786,38
53204,38
80040,38
41421,38
35023,38
46265,38
71474,38
93346,38
12437,38
75519,38
71,38
46911,38
73327,38
38491,38
17446,38
67354,38
66182,38
57480,38
76002,38
58807,38
73512,38
33709,38
11612,38
13739,38
92306,38
56991,38
96444,38
23670,38
71506,38
52937,39
634,39
66249,39
28678,39
4454,39
42236,39
1891,39
21161,39
64898,39
81618,39
20212,39
99626,39
30546,39
1559,39
30619,39
50616,39
57956,39
71875,39
91967,39
81995,39
22272,39
24060,39
47975,39
36690,39
32298,39
79735,39
72897,39
98077,39
38092,39
67982,39
12374,39
46846,39
73887,39
75051,39
41818,39
67942,39
37401,39
82583,39
39468,39
61449,39
70074,39
19904,39
31578,39
32930,39
43608,39
60456,39
73562,39
38901,39
74042,39
42505,39
72583,39
93048,39
37060,39
61715,39
80156,39
35102,39
77911,39
3687,39
84854,39
54675,39
68496,39
11327,39
67695,40
28981,40
73907,40
78896,40
85851,40
17836,40
14809,40
577,40
63565,40
53025,40
6092,40
12772,40
96841,40
64707,40
39487,40
90614,40
36272,40
8526,40
3209,40
44856,40
80891,40
83366,40
85362,40
8210,40
69993,40
90199,40
45081,40
61968,40
70472,40
55289,40
13278,40
12682,40
4126,40
87161,40
31353,40
28635,40
92614,40
17459,40
10868,40
62571,40
13758,40
76524,40
98309,40
72232,40
46432,40
2876,40
92574,40
9331,40
83839,40
1012,40
67260,40
44006,40
24553,40
10752,40
45385,40
57164,40
85636,40
88932,41
53184,41
81735,41
75941,41
25325,41
42093,41
49863,41
51388,41
74062,41
9189,41
56842,41
83393,41
98905,41
